FacultyID,Name,Specialization,CampusID,JoinDate
FAC0484,Always,Professor,CAM0006,31-07-2024
FAC0485,Should,Assistant Professor,CAM0013,12/09/2024
FAC0486,Wrong,assistant professor,CAM0019,11/25/2022
INVALID_23,Vote,Assistant professor,CAM0016,15/11/2023
FAC0488,General,Lecturer,CAM0001,18/06/2023
FAC0489,List,Professor,CAM0012,2022-01-03
FAC0490,Man,Associate Professor,CAM0009,17-09-2024
FAC0491,Better,Associate Professor,CAM0017,10-09-2023
FAC0492,Group,Professor,CAM0006,01/26/2022
FAC0493,Ask,Lecturer,CAM0016,08/12/2022
FAC0494,Apply,Professor,CAM0011,30/06/2023
FAC0495,Buy,Lecturer,CAM0003,24-12-2023
FAC0496,Travel,Assistant Professor,CAM0015,01-03-2023
FAC0497,Available,Assistant Professor,CAM0006,20/02/2023
FAC0498,Thought,Associate Professor,CAM0005,10/11/2022
FAC0499,Both,Lecturer,CAM0010,16-09-2022
FAC0500,Treat,Professor,CAM0005,24-12-2023
FAC0501,Brother,Assistant Professor,CAM0005,01/01/2022
FAC0502,Wonder,Associate Professor,CAM0012,10-11-2023
FAC0503,Mouth,Professor,CAM0018,10/24/2022
FAC0504,Today,Lecturer,CAM0019,03/02/2024
FAC0505,Half,Assistant Professor,CAM0020,2024-07-28
FAC0506,Appear,Professor,CAM0017,2023-07-18
FAC0507,Door,Professor,CAM0018,07/09/2023
FAC0508,Assume,Assistant Professor,CAM0019,2024-05-31
FAC0509,Suggest,Assistant Professor,CAM0007,2024-08-01
FAC0510,Could,Lecturer,CAM0011,02-02-2024
FAC0511,Mean,Lecturer,CAM0014,2023-09-16
FAC0512,Myself,Assistant Professor,CAM0004,11-09-2023
FAC0513,Author,Lecturer,CAM0009,16-01-2023
FAC0514,Front,Assistant Professor,CAM0012,2022-09-04
FAC0515,Choose,Professor,CAM0013,12/22/2024
FAC0516,Almost,Lecturer,CAM0006,24-05-2024
FAC0517,Learn,Associate Professor,CAM0003,05/11/2023
FAC0518,Rather,Lecturer,CAM0006,11-04-2022
FAC0519,Apply,Lecturer,CAM0016,02/05/2024
FAC0520,Wall,Lecturer,CAM0017,30-03-2024
FAC0521,Into,PROFESSOR,CAM0020,01/02/2024
FAC0522,Of,Lecturer,CAM0015,16-01-2024
FAC0523,Long,Lecturer,CAM0002,2024-10-11
FAC0524,Federal,Lecturer,CAM0003,15/10/2022
FAC0525,Federal,Professor,CAM0015,02-09-2024
FAC0526,Act,Lecturer,CAM0012,2024-10-01
FAC0527,Sign,Professor,CAM0011,11-01-2024
FAC0528,Next,Lecturer,CAM0020,2022-05-07
FAC0529,Child,Professor,CAM0011,31/03/2022
FAC0530,During,Professor,CAM0020,19/12/2023
FAC0531,List,Associate Professor,CAM0001,05/29/2023
FAC0532,Purpose,Assistant Professor,CAM0006,15-09-2022
FAC0533,Worry,Assistant Professor,CAM0016,15/10/2024
FAC0534,Receive,Lecturer,CAM0005,04/15/2023
FAC0535,Herself,Professor,CAM0017,03/22/2022
FAC0438,Herself,Professor,CAM0013,29/03/2024
FAC0537,Pull,Assistant Professor,CAM0014,21-07-2023
FAC0538,Find,Assistant Professor,CAM0004,09/25/2023
FAC0539,Material,Professor,CAM0020,2024-07-03
FAC0540,Leg,Professor,CAM0006,22-08-2023
FAC0334,State,Assistant Professor,CAM0005,08/03/2023
FAC0542,Tell,Associate Professor,CAM0008,10/14/2023
FAC0543,Himself,Lecturer,CAM0016,2024-01-17
FAC0544,Whose,Assistant Professor,CAM0013,31/12/2022
FAC0545,School,Associate Professor,CAM0013,2022-04-07
FAC0546,Smile,Assistant Professor,CAM0019,06/08/2023
FAC0547,Determine,Assistant Professor,CAM0008,14-07-2022
FAC0548,Environment,Associate Professor,CAM0020,2023-04-07
FAC0549,True,Associate Professor,CAM0019,05/10/2024
FAC0550,High,Associate Professor,CAM0009,02/24/2023
FAC0551,North,assistant professor,CAM0003,11/27/2023
FAC0552,During,Lecturer,CAM0012,2023-02-12
FAC0553,Tonight,Professor,CAM0020,26/09/2024
FAC0554,Approach,Professor,CAM0008,20-07-2023
FAC0555,Stop,Lecturer,CAM0005,05/05/2023
FAC0556,Force,Associate professor,CAM0001,2024-08-04
FAC0557,Far,ASSOCIATE PROFESSOR,CAM0001,10/25/2024
FAC0558,Study,Associate Professor,CAM0016,2023-12-09
FAC0559,Keep,Lecturer,CAM0006,11/23/2024
FAC0560,Affect,Associate Professor,CAM0005,05/10/2023
FAC0561,Street,Assistant Professor,CAM0018,09/16/2022
FAC0562,Rise,Assistant Professor,CAM0006,06/09/2023
FAC0563,Cup,assistant professor,CAM0007,23/09/2023
FAC0564,Section,Lecturer,CAM0001,11/06/2022
FAC0565,Stay,Assistant Professor,CAM0007,29/05/2024
FAC0566,His,Lecturer,CAM0019,02/07/2023
FAC0567,Lay,Associate Professor,CAM0001,18/07/2023
FAC0568,About,Professor,CAM0013,2024-07-05
FAC0547,Consider,Professor,CAM0003,09/04/2022
FAC0570,Bring,Professor,CAM0014,2024-05-29
FAC0571,Save,Associate Professor,CAM0018,11/18/2024
FAC0572,Industry,Lecturer,CAM0010,12/27/2023
FAC0573,Game,Assistant Professor,CAM0010,2024-11-15
FAC0574,Hard,Professor,CAM0009,2023-04-15
FAC0305,Campaign,Assistant Professor,CAM0017,19/11/2022
FAC0576,Finally,Professor,CAM0013,16-12-2023
FAC0577,Sort,Associate Professor,CAM0010,03/06/2022
FAC0578,Western,Associate Professor,CAM0020,05/19/2023
FAC0579,Best,Assistant Professor,CAM0004,01/12/2024
FAC0580,As,Associate Professor,CAM0013,10/19/2023
FAC0581,Stand,Associate professor,CAM0013,2024-07-18
FAC0582,Beautiful,Professor,CAM0018,2024-09-24
FAC0583,Near,Professor,CAM0007,10/23/2023
FAC0584,Quality,Lecturer,CAM9999,2023-10-09
FAC0585,Yet,Professor,CAM0005,27-09-2024
FAC0586,Family,Associate Professor,CAM0016,14-06-2023
FAC0587,Draw,Professor,CAM0014,28/02/2022
FAC0588,Least,Associate Professor,CAM0012,13/10/2023
FAC0589,Door,Assistant Professor,CAM0003,2022-05-29
FAC0590,Admit,Professor,CAM0018,2022-06-15
FAC0591,Offer,Lecturer,CAM0009,2023-09-11
FAC0592,Far,Lecturer,CAM0009,02-02-2022
FAC0593,Reflect,Professor,CAM0020,18/11/2022
FAC0594,Sure,Lecturer,CAM0019,14/12/2024
FAC0595,Generation,Professor,CAM0015,2022-09-29
FAC0596,Example,Associate Professor,CAM0013,15-08-2022
FAC0597,Let,Lecturer,CAM0006,2024-12-13
FAC0598,Practice,Assistant Professor,CAM0013,13-09-2022
FAC0599,Student,Associate Professor,CAM0015,2023-11-24
FAC0600,Such,PROFESSOR,CAM0015,12/03/2022
FAC0601,Protect,Professor,CAM0006,2024-10-15
FAC0602,Up,Lecturer,CAM0002,15/02/2024
FAC0603,Help,Professor,CAM0016,2022-02-22
FAC0604,Fast,Associate Professor,CAM9999,12/23/2023
INVALID_24,Action,Associate Professor,CAM0007,07/05/2024
FAC0606,Situation,Professor,CAM0010,05/09/2022
INVALID_62,Live,Lecturer,CAM0018,2022-01-19
FAC0608,Their,Professor,CAM0019,08/16/2023
FAC0609,Run,Professor,CAM0007,2022-05-04
FAC0610,Mouth,Professor,CAM0015,04-01-2024
FAC0611,Evidence,Lecturer,CAM0003,2024-01-09
FAC0612,Table,Lecturer,CAM0012,19/07/2023
FAC0434,Sense,Assistant Professor,CAM0020,2022-09-02
FAC0614,First,Lecturer,CAM0011,2023-05-24
INVALID_81,Hair,Associate Professor,CAM0016,03-05-2023
FAC0616,Concern,Professor,CAM0010,05-05-2023
FAC0617,Where,Associate Professor,CAM0005,13/05/2023
FAC0618,Ready,Associate Professor,CAM0008,2022-11-21
FAC0619,May,Lecturer,CAM9999,2024-04-23
FAC0620,Effort,Associate professor,CAM0018,07-04-2024
FAC0621,Assume,Lecturer,CAM0004,2023-09-06
FAC0622,Two,Associate Professor,CAM0001,11/24/2024
FAC0623,Right,Associate Professor,CAM0008,2023-11-09
FAC0624,Radio,Assistant Professor,CAM0003,14/05/2022
FAC0625,Then,Assistant Professor,CAM0002,11/11/2024
FAC0626,Forget,Lecturer,CAM0017,2022-05-10
FAC0627,Character,Assistant professor,CAM0014,2023-06-16
FAC0296,Defense,Associate Professor,CAM0009,2022-07-02
FAC0629,Deal,Assistant Professor,CAM0019,14/05/2024
FAC0630,Boy,Assistant professor,CAM0018,2022-02-25
FAC0631,Per,Assistant Professor,CAM0007,2023-05-28
FAC0632,Of,Associate Professor,CAM0006,08-06-2024
FAC0633,Field,Professor,CAM0016,2022-09-02
FAC0634,Difficult,Lecturer,CAM0019,2024-10-20
FAC0635,Including,Associate Professor,CAM0003,2024-03-12
INVALID_99,Control,Associate Professor,CAM0005,01/02/2022
FAC0637,Type,Lecturer,CAM0002,25-07-2023
FAC0638,Boy,Assistant Professor,CAM0012,09/29/2022
FAC0639,Clear,Assistant Professor,CAM0009,2023-10-15
FAC0640,Reality,Associate Professor,CAM0009,2023-02-12
FAC0641,Admit,Lecturer,CAM0018,11-12-2024
FAC0642,Check,Assistant Professor,CAM0003,03-03-2024
FAC0643,Me,Professor,CAM0012,17/01/2023
FAC0644,Herself,Professor,CAM0004,01/25/2022
INVALID_80,Truth,Lecturer,CAM0010,05/05/2023
FAC0646,Simply,Assistant Professor,CAM0002,08/09/2022
FAC0647,Animal,Assistant Professor,CAM0010,31/10/2023
FAC0648,Young,Professor,CAM0017,2022-01-05
FAC0649,Expert,Professor,CAM0013,2023-06-10
FAC0650,Determine,Professor,CAM0004,2023-01-15
FAC0651,Rate,Professor,CAM0012,31/03/2024
FAC0652,Training,Lecturer,CAM0004,2022-08-15
FAC0653,Decade,Associate Professor,CAM0018,12-08-2022
FAC0654,Oil,Professor,CAM0006,05-07-2024
FAC0655,Full,Professor,CAM0016,2022-12-07
FAC0656,Final,Associate Professor,CAM0013,04/04/2022
INVALID_42,Simply,Professor,CAM0005,05/30/2023
FAC0658,Face,Professor,CAM0018,2024-12-11
FAC0659,Home,Professor,CAM0005,08/23/2022
FAC0660,Actually,Associate Professor,CAM0018,31-08-2024
FAC0661,Too,Lecturer,CAM0018,19/07/2024
FAC0662,Else,Professor,CAM0018,02-05-2022
FAC0663,Project,Associate Professor,CAM0011,2023-08-07
FAC0664,Near,Professor,CAM0005,2022-09-08
FAC0665,Follow,Associate Professor,CAM0018,18-09-2024
FAC0666,Physical,PROFESSOR,CAM0002,01/07/2022
FAC0667,Ground,Professor,CAM0004,12/13/2023
FAC0668,Call,Associate Professor,CAM0007,14/06/2022
FAC0669,Result,Assistant Professor,CAM0015,02/12/2023
FAC0670,Form,Assistant Professor,CAM0018,01/27/2022
FAC0671,Stay,Professor,CAM0018,2024-04-30
FAC0672,Week,Associate Professor,CAM0019,03/30/2024
FAC0673,Break,Professor,CAM0014,03/30/2022
FAC0674,Necessary,Assistant Professor,CAM0009,24/04/2023
FAC0675,Ground,Professor,CAM0019,09/05/2023
FAC0676,At,Assistant Professor,CAM0014,2022-07-25
FAC0022,Book,Assistant Professor,CAM0006,2022-08-11
FAC0678,Someone,Associate Professor,CAM0014,11/05/2022
FAC0679,They,Assistant Professor,CAM0003,08/28/2022
FAC0489,Finally,Associate Professor,CAM0010,08-04-2022
FAC0681,Along,Lecturer,CAM0002,2024-06-19
FAC0682,Five,Associate Professor,CAM0011,04/12/2022
FAC0683,Real,Assistant Professor,CAM0014,09/17/2023
FAC0684,Its,Lecturer,CAM0008,2023-10-14
FAC0685,Society,Assistant professor,CAM0007,02/22/2022
FAC0686,On,Associate Professor,CAM0001,2023-08-13
FAC0687,Bag,lecturer,CAM0005,04/12/2022
FAC0688,Long,Professor,CAM0017,10/02/2022
FAC0689,Interest,Lecturer,CAM0014,04/08/2023
FAC0690,Tax,Lecturer,CAM0015,2023-09-15
FAC0691,General,Professor,CAM0019,28/11/2024
FAC0692,High,Associate Professor,CAM0007,2024-08-28
FAC0276,Spend,Associate Professor,CAM0001,04/20/2022
FAC0428,Hour,Lecturer,CAM0018,29/04/2024
INVALID_52,College,Professor,CAM9999,2023-07-29
FAC0696,Term,Lecturer,CAM0004,26/03/2023
FAC0697,Leg,Professor,CAM0009,08/03/2023
FAC0698,Half,Lecturer,CAM0008,26-10-2023
FAC0271,Attention,Associate Professor,CAM0005,02-06-2024
FAC0700,Theory,Assistant Professor,CAM0016,2023-08-31
FAC0701,Rate,Assistant Professor,CAM0008,19/12/2023
FAC0702,Arm,Lecturer,CAM0010,30-06-2024
FAC0703,Tend,Assistant Professor,CAM0019,25-06-2023
FAC0704,Hard,Assistant Professor,CAM0013,2022-10-21
FAC0705,Quickly,Lecturer,CAM0003,2023-03-18
FAC0706,Tough,Assistant Professor,CAM0020,2024-03-31
FAC0707,Culture,Professor,CAM0018,20/10/2023
FAC0708,Congress,Lecturer,CAM0016,2024-07-03
FAC0709,Brother,Associate Professor,CAM0020,2022-05-19
FAC0710,Nation,Associate Professor,CAM0014,02/11/2023
FAC0711,Popular,Associate Professor,CAM0006,04/12/2024
FAC0712,Take,Associate Professor,CAM0006,18-06-2023
FAC0713,Else,Lecturer,CAM0004,2023-05-23
FAC0714,Budget,Assistant Professor,CAM0018,22/08/2022
FAC0715,Idea,lecturer,CAM0018,04/11/2022
FAC0716,Language,Lecturer,CAM0007,2023-04-27
FAC0717,During,Professor,CAM0004,17/09/2022
FAC0718,There,LECTURER,CAM0002,04-12-2024
FAC0719,Fly,Associate Professor,CAM0001,22/04/2024
FAC0720,Million,Lecturer,CAM0020,2023-12-26
FAC0721,Among,Lecturer,CAM9999,19-12-2022
FAC0182,Offer,Professor,CAM0009,23-12-2024
FAC0723,Maybe,Professor,CAM0010,08/02/2024
FAC0724,Well,Associate Professor,CAM0018,14/09/2022
FAC0725,Wide,Lecturer,CAM0016,27-09-2022
FAC0726,Site,Lecturer,CAM0011,29-09-2022
FAC0727,Early,Lecturer,CAM0007,09/03/2022
FAC0728,Also,Assistant Professor,CAM0011,13-06-2023
FAC0729,Animal,Assistant Professor,CAM0020,02-12-2023
FAC0730,Information,Lecturer,CAM0015,26/06/2022
FAC0731,Newspaper,Assistant Professor,CAM0020,27-08-2023
FAC0732,Because,Assistant Professor,CAM0004,06/12/2024
FAC0733,Prepare,Lecturer,CAM0004,2023-01-11
FAC0734,Whole,Assistant Professor,CAM0001,13/10/2023
FAC0735,Student,Lecturer,CAM0019,01/01/2023
FAC0736,Lead,Lecturer,CAM0004,06/01/2022
FAC0737,Person,Professor,CAM0004,21/03/2023
FAC0738,Point,Lecturer,CAM9999,17/06/2022
FAC0739,Relationship,Professor,CAM0011,06-04-2023
FAC0016,Wonder,Professor,CAM0013,11/15/2024
FAC0741,Add,Lecturer,CAM0018,15-09-2022
FAC0742,Place,Professor,CAM0014,10/12/2024
FAC0743,Top,Lecturer,CAM0009,14-05-2023
FAC0744,Deep,Assistant Professor,CAM0010,2022-03-12
FAC0745,Difficult,Lecturer,CAM0008,04/08/2024
FAC0746,Building,Assistant Professor,CAM0005,05/31/2024
FAC0747,Research,Lecturer,CAM0013,13/10/2023
FAC0748,Adult,Assistant Professor,CAM9999,07/27/2022
FAC0749,View,Associate Professor,CAM0010,23-07-2022
FAC0750,Store,Assistant Professor,CAM0003,01/20/2024
FAC0751,Religious,Assistant Professor,CAM0004,11-10-2024
FAC0752,Ten,Assistant Professor,CAM0015,04/02/2024
FAC0753,Answer,Associate Professor,CAM0007,2022-09-12
FAC0754,Before,associate professor,CAM0019,15-01-2022
INVALID_58,Under,Associate Professor,CAM0008,07-11-2022
FAC0756,Hospital,Professor,CAM0002,2024-11-30
FAC0757,Pass,Professor,CAM0019,2022-06-10
FAC0758,Little,Assistant Professor,CAM0003,13-08-2024
FAC0759,Left,Associate Professor,CAM0009,17/01/2023
FAC0760,Police,Assistant Professor,CAM0004,15-11-2024
FAC0761,Newspaper,Associate Professor,CAM0020,19/01/2023
FAC0762,Audience,Associate Professor,CAM0007,2022-02-05
FAC0763,Work,Assistant Professor,CAM0016,22-09-2023
FAC0764,Rise,Assistant Professor,CAM9999,09/25/2023
FAC0765,Compare,Assistant Professor,CAM0016,09/25/2022
FAC0766,Assume,Lecturer,CAM0011,03-04-2022
FAC0767,See,Lecturer,CAM0020,2022-05-22
FAC0768,Under,Associate Professor,CAM0019,2022-02-28
FAC0769,Process,Professor,CAM0013,2023-05-19
FAC0770,Attack,Lecturer,CAM0002,2023-10-29
FAC0771,Should,Assistant Professor,CAM0010,29-11-2022
FAC0772,Whatever,Associate Professor,CAM0010,03/19/2024
FAC0773,Beyond,Professor,CAM0017,2023-04-23
FAC0774,Cultural,Lecturer,CAM0002,16/03/2023
FAC0775,Against,Assistant Professor,CAM0008,15-02-2022
FAC0776,Push,lecturer,CAM0008,2023-12-27
FAC0777,Culture,Assistant Professor,CAM0013,23-12-2024
FAC0778,Sound,Professor,CAM0017,02/08/2023
FAC0779,Water,Lecturer,CAM0013,2024-04-25
FAC0780,Official,Associate Professor,CAM0020,06/18/2023
FAC0781,Would,associate professor,CAM0007,06/18/2023
FAC0703,Up,Assistant Professor,CAM0012,01-09-2022
FAC0783,As,Professor,CAM0007,11/13/2023
FAC0784,Most,Professor,CAM0004,2022-04-19
INVALID_94,Show,PROFESSOR,CAM0013,2023-12-10
INVALID_47,Forward,Assistant Professor,CAM0010,2022-04-14
FAC0787,They,Associate Professor,CAM0009,12/05/2022
FAC0788,Among,Assistant Professor,CAM0020,26/01/2022
FAC0789,Recognize,Assistant Professor,CAM0018,21/02/2024
FAC0790,Rise,Associate Professor,CAM0005,13/05/2022
FAC0791,Old,Associate Professor,CAM0007,25/06/2023
FAC0792,Turn,Professor,CAM0011,31-12-2023
FAC0793,Crime,Assistant professor,CAM0020,01-04-2024
FAC0794,Want,Lecturer,CAM0003,23-05-2023
FAC0795,Like,Assistant Professor,CAM0012,23-09-2023
FAC0796,By,Professor,CAM0016,10/15/2022
FAC0797,Defense,Professor,CAM0020,06/12/2022
FAC0798,Candidate,Professor,CAM0012,01-12-2022
FAC0799,Cold,Associate Professor,CAM0012,27-10-2023
FAC0800,President,Assistant Professor,CAM0015,07/14/2024
FAC0801,Everybody,Associate Professor,CAM0020,01/27/2024
FAC0802,Including,Professor,CAM0019,2023-02-20
FAC0803,Ready,Lecturer,CAM0008,25-12-2024
FAC0804,Animal,Assistant Professor,CAM0006,26/07/2022
FAC0282,Serve,Lecturer,CAM0012,27/04/2022
FAC0806,Build,Associate Professor,CAM0016,08/28/2022
FAC0807,Trade,Associate Professor,CAM0004,2024-09-27
FAC0808,Wide,Professor,CAM0011,03/25/2022
FAC0809,Billion,Associate Professor,CAM0009,19-10-2023
FAC0810,When,Lecturer,CAM0017,27/11/2022
FAC0811,End,Lecturer,CAM0012,2023-08-04
FAC0812,Size,associate professor,CAM0009,10-07-2024
FAC0592,Determine,Assistant Professor,CAM0020,10/02/2023
FAC0814,Fire,Assistant professor,CAM0009,05/11/2022
FAC0815,Church,Associate Professor,CAM0008,04-08-2024
FAC0816,Myself,Professor,CAM0006,15/04/2024
FAC0817,Radio,Lecturer,CAM0001,04/26/2022
INVALID_37,Daughter,Associate Professor,CAM0016,15-04-2023
FAC0819,Edge,Associate Professor,CAM9999,04/21/2024
FAC0820,Admit,Lecturer,CAM0003,08/23/2024
FAC0821,Statement,Assistant Professor,CAM0007,10/12/2022
FAC0822,Garden,Lecturer,CAM0006,29/07/2023
FAC0823,For,Professor,CAM0017,05/10/2022
FAC0824,Often,Assistant Professor,CAM0016,08/10/2023
INVALID_91,Worker,Lecturer,CAM0005,22/05/2023
FAC0826,Many,Professor,CAM0008,21-06-2023
FAC0827,End,associate professor,CAM0005,2023-01-21
FAC0828,Green,Assistant professor,CAM0002,09-09-2022
FAC0829,Face,Professor,CAM0019,09-09-2022
FAC0830,Responsibility,lecturer,CAM0013,2024-08-14
FAC0831,Pm,Lecturer,CAM0005,05/05/2022
FAC0832,Station,Professor,CAM0013,21/01/2023
FAC0833,Its,Associate Professor,CAM0007,09/15/2023
FAC0834,Power,assistant professor,CAM0009,11-08-2023
INVALID_87,Ready,Lecturer,CAM0004,01/01/2022
FAC0836,Administration,Associate Professor,CAM0001,02-04-2024
FAC0837,Line,Assistant Professor,CAM0007,25/07/2022
FAC0838,Her,Associate Professor,CAM0015,04-03-2022
FAC0839,Quality,Assistant Professor,CAM0016,29-03-2023
FAC0840,Table,Associate Professor,CAM0005,2023-05-15
FAC0841,Discover,Professor,CAM0003,03/29/2022
FAC0333,Arrive,LECTURER,CAM0005,29-04-2023
FAC0843,Floor,Professor,CAM9999,09/18/2023
FAC0844,Church,Associate Professor,CAM0008,29-01-2022
FAC0845,Glass,Assistant Professor,CAM0011,09/22/2022
FAC0334,Understand,Professor,CAM0020,08-09-2022
FAC0847,Community,Lecturer,CAM0020,06/03/2024
FAC0848,Just,Professor,CAM9999,2022-08-19
FAC0849,Safe,Associate Professor,CAM0006,20-04-2024
FAC0850,Hotel,Assistant Professor,CAM0014,04-02-2024
FAC0851,Example,Professor,CAM0009,26-02-2023
FAC0852,Staff,Assistant Professor,CAM0020,18-11-2024
FAC0853,Smile,Assistant Professor,CAM0015,2024-03-27
FAC0854,But,Assistant Professor,CAM0018,08/02/2023
FAC0855,Walk,Professor,CAM0013,14/01/2022
FAC0856,Identify,Assistant Professor,CAM0016,02/21/2024
FAC0857,Movement,Lecturer,CAM0001,24-04-2022
FAC0858,We,Assistant Professor,CAM0010,07-02-2024
FAC0859,Long,Associate Professor,CAM0014,2022-05-06
FAC0860,Small,Assistant Professor,CAM0014,07/06/2023
FAC0563,Quite,Lecturer,CAM9999,27-08-2024
FAC0862,Writer,Lecturer,CAM0010,2023-11-24
FAC0863,Drive,associate professor,CAM0002,02/05/2023
FAC0864,Reason,Associate Professor,CAM0005,07/09/2022
FAC0865,Huge,Lecturer,CAM0005,2024-07-16
FAC0866,West,Lecturer,CAM0012,2022-07-04
FAC0867,Especially,Lecturer,CAM0007,19/10/2024
FAC0868,A,Assistant Professor,CAM0007,20-06-2023
FAC0869,State,Assistant Professor,CAM0015,21-09-2023
FAC0870,Here,ASSISTANT PROFESSOR,CAM0009,29-04-2024
FAC0871,Common,Professor,CAM0012,16/02/2022
FAC0872,Public,Professor,CAM0006,02/17/2023
FAC0873,Fall,Lecturer,CAM0003,12/16/2023
FAC0874,Defense,Associate Professor,CAM0007,31/03/2024
FAC0875,Chance,Assistant Professor,CAM0012,12/26/2022
FAC0876,Minute,Professor,CAM0012,2023-01-09
FAC0877,New,Assistant Professor,CAM0003,10-05-2024
FAC0878,Know,Professor,CAM0011,14/12/2022
FAC0879,Away,Associate Professor,CAM0001,07/10/2023
FAC0590,Light,Lecturer,CAM0019,11/20/2022
FAC0881,Natural,Associate Professor,CAM0016,03/30/2022
FAC0882,One,Professor,CAM0012,18/02/2022
FAC0883,Job,Professor,CAM0018,17-12-2024
FAC0884,Board,Lecturer,CAM0007,2024-01-21
FAC0885,Open,Associate Professor,CAM0015,01/01/2024
FAC0886,That,Associate Professor,CAM0008,08/12/2024
FAC0887,Daughter,Associate Professor,CAM0007,2024-08-16
FAC0888,Decision,Assistant Professor,CAM0017,23-03-2023
FAC0550,Effect,Associate Professor,CAM0011,2024-03-23
FAC0890,However,lecturer,CAM0010,27-07-2024
FAC0891,Bar,Professor,CAM0010,27-04-2024
FAC0892,Fire,Associate Professor,CAM0020,11/01/2024
FAC0893,Book,Professor,CAM0012,21-05-2024
FAC0894,Over,Assistant Professor,CAM0019,2024-09-21
FAC0895,Network,Professor,CAM0013,20/07/2022
FAC0896,True,Assistant professor,CAM0009,10/09/2022
FAC0897,Cup,Assistant Professor,CAM0012,2024-11-06
FAC0898,Nice,Assistant Professor,CAM0007,2023-07-17
FAC0899,Bring,Assistant Professor,CAM0006,23-07-2024
FAC0900,Cover,Professor,CAM0004,2022-09-13
FAC0901,Authority,Assistant Professor,CAM0011,04/05/2023
FAC0902,Program,Assistant Professor,CAM9999,07/08/2022
FAC0903,Better,ASSISTANT PROFESSOR,CAM0008,26-08-2022
FAC0904,Owner,Lecturer,CAM0020,28/04/2024
FAC0905,Sit,Lecturer,CAM0007,18/11/2024
FAC0253,Yourself,Professor,CAM0016,03/18/2022
FAC0907,Beautiful,professor,CAM0003,2023-05-07
FAC0908,Suddenly,Lecturer,CAM0019,26/06/2024
FAC0909,Important,Lecturer,CAM0008,25-11-2024
INVALID_35,Too,Associate Professor,CAM0008,09/28/2022
FAC0911,Purpose,Lecturer,CAM0017,2024-09-06
FAC0912,Well,Assistant Professor,CAM0013,2022-09-30
FAC0913,Bag,Lecturer,CAM0018,07-12-2023
