AgentID,Name,Region,Specialization,HireDate,TotalPoliciesSold
AGE0569,Get,East,Chair,02-12-2024,250
AGE0570,Benefit,Central,Reveal,15/11/2022,101
AGE0571,Bank,South,Letter,04/01/2024,40
AGE0572,I,WEST,Receive,16-06-2022,135
AGE0573,Million,South,Less,13-09-2024,275
AGE0574,Action,Central,Them,2024-05-20,23
AGE0575,Do,North,Large,01/23/2024,235
AGE0576,Particular,Central,Agreement,29/08/2023,211
AGE0577,Plant,East,Weight,17/04/2024,114
AGE0578,Wall,East,Morning,30/03/2022,10
AGE0579,Traditional,North,Program,07-04-2022,140
AGE0580,Hotel,Central,Professional,18/05/2024,167
AGE0581,Quite,Central,Cell,07/05/2024,22
AGE0582,Ask,South,American,08/12/2023,243
INVALID_53,Law,West,Mr,09-07-2024,281
AGE0584,Mother,Central,Despite,2024-11-16,193
AGE0585,Free,Central,Child,08/18/2024,132
AGE0586,Event,South,Car,25/06/2024,134
AGE0587,Miss,Central,Service,2022-11-27,200
AGE0588,Return,South,Plant,11-08-2022,223
AGE0589,Remain,East,Clearly,2023-06-22,231
AGE0590,Clearly,West,Beautiful,25/03/2024,226
AGE0591,Republican,CENTRAL,Such,17/01/2024,140
AGE0592,Box,North,Attack,2024-02-28,67
INVALID_49,Above,East,East,23/08/2023,73
AGE0594,Increase,North,Work,2022-09-30,243
AGE0595,Manage,North,Help,04-04-2023,241
AGE0596,Account,north,Star,24-12-2022,18
AGE0597,President,south,Lay,14-11-2024,283
AGE0598,Individual,West,Arm,12/17/2022,161
AGE0599,Certainly,North,Probably,01/08/2023,0
AGE0600,School,East,Success,11/19/2023,35
AGE0601,Middle,North,Security,05/28/2023,217
AGE0602,Send,CENTRAL,Up,23/01/2024,278
AGE0603,Theory,South,Dark,08/13/2024,265
AGE0604,Before,North,Trip,01-09-2024,257
AGE0605,Dream,South,Right,17/10/2022,157
AGE0606,What,east,Meet,30-10-2022,79
AGE0607,Under,South,Reflect,10/13/2022,218
AGE0608,First,East,Blood,2023-01-12,257
AGE0609,Term,North,Age,19-08-2023,194
AGE0610,Material,Central,Participant,01/13/2024,216
AGE0611,Husband,South,Suddenly,12-05-2022,62
AGE0612,Film,Central,Camera,2023-11-08,91
AGE0613,Feel,South,Should,2023-11-13,104
AGE0614,For,east,Piece,2024-09-24,78
AGE0615,Sport,East,Usually,31/10/2024,174
AGE0616,We,North,Husband,2024-02-10,48
AGE0617,Free,west,Large,09/17/2024,73
AGE0618,Yes,Central,Model,30/09/2022,30
AGE0619,Agency,South,Someone,2024-12-01,164
AGE0620,Activity,Central,Spring,2024-07-26,239
AGE0621,Statement,East,Place,08/11/2024,151
AGE0622,Real,East,Short,11/02/2023,295
AGE0623,Myself,South,Growth,08/08/2023,227
AGE0624,Give,West,Company,15-01-2023,103
AGE0625,Growth,Central,College,2022-05-24,235
AGE0626,Game,Central,Work,2023-09-02,249
AGE0627,Country,South,Hundred,12-03-2022,208
AGE0628,Read,North,Example,11-06-2024,15
AGE0629,Cost,south,Decision,11/07/2022,71
AGE0630,Think,Central,Should,02/20/2024,204
AGE0631,Allow,North,Police,08-07-2022,166
AGE0632,Others,NORTH,Second,05-08-2022,31
AGE0633,Today,Central,Shoulder,10/22/2022,140
AGE0634,Ok,Central,War,15-02-2024,300
AGE0635,Through,North,Arrive,03/25/2023,260
AGE0636,Million,NORTH,College,02/04/2023,69
AGE0637,Cell,West,What,11/08/2023,195
AGE0638,Generation,West,Product,13-04-2024,211
AGE0639,Bag,North,Way,2023-11-13,174
AGE0640,Service,Central,Step,11/27/2022,280
AGE0641,Statement,West,Mention,2022-11-17,126
AGE0642,Fact,Central,Half,08-02-2022,125
AGE0643,Expert,Central,Media,28-02-2023,196
AGE0644,Own,East,After,17-04-2022,249
AGE0645,Sometimes,North,Experience,10/21/2022,226
AGE0646,Do,South,Despite,2024-07-03,0
AGE0647,Help,East,Raise,03/01/2022,59
AGE0648,Industry,NORTH,Direction,2024-08-13,156
AGE0649,Develop,WEST,Moment,01/23/2024,226
AGE0650,Reason,West,Year,06-07-2023,153
AGE0651,Cover,East,Truth,2022-10-28,233
AGE0652,Various,West,Political,15/10/2024,109
AGE0653,Available,East,Mr,25-08-2024,149
AGE0654,Example,West,Know,06-02-2022,119
AGE0655,A,North,Their,2024-03-21,203
AGE0656,He,South,Land,04/06/2022,71
AGE0509,Add,WEST,Eat,2022-01-14,128
AGE0658,Maybe,West,Structure,01-04-2024,269
AGE0659,And,Central,Benefit,06/19/2023,158
AGE0660,Sort,West,Into,29-11-2023,160
AGE0661,More,South,During,2023-06-13,120
AGE0662,Pressure,South,Ground,06-09-2022,10
AGE0663,Scientist,West,Her,31-08-2022,42
INVALID_98,Save,East,Mean,2023-09-29,28
AGE0665,Success,West,Mr,03/22/2022,208
AGE0666,Article,East,Stuff,2023-11-12,289
AGE0667,Employee,North,Protect,12-12-2024,290
AGE0668,Break,East,Someone,16/10/2024,136
AGE0669,Next,East,Make,2023-08-30,133
AGE0670,Simple,North,Change,11/12/2022,218
AGE0671,Within,West,Boy,11/19/2023,23
AGE0672,Leg,South,Human,15-06-2022,147
AGE0673,Effect,East,Fill,11/06/2023,198
AGE0674,Accept,East,All,2024-09-16,200
AGE0675,Term,West,Ever,30-12-2023,213
AGE0676,Focus,East,Break,05/04/2024,116
AGE0063,Drug,West,Vote,14-01-2024,241
AGE0678,Suggest,North,Concern,11/30/2024,236
AGE0679,Might,Central,Assume,2023-01-23,225
AGE0342,Especially,South,Unit,07-04-2022,233
AGE0681,Drop,South,Discussion,08/08/2024,240
AGE0682,Dog,West,White,04/13/2022,139
AGE0683,Family,North,Bag,2023-09-13,149
AGE0684,Wonder,east,More,2023-06-08,85
AGE0685,Yeah,East,Team,2022-12-30,14
AGE0686,Number,East,Smile,16-08-2024,56
AGE0687,Name,South,Fund,05/14/2024,46
AGE0688,Entire,West,Wish,02/06/2024,51
AGE0689,Keep,Central,Between,05-01-2024,265
AGE0690,Herself,North,Next,2022-05-22,246
AGE0691,Wait,East,Find,07/09/2024,157
AGE0692,Road,South,Mrs,07-07-2023,182
AGE0693,As,East,Institution,22-09-2023,157
AGE0694,Remain,Central,Hand,02/09/2024,272
AGE0695,Impact,Central,Part,2023-03-24,64
AGE0696,Sign,West,Music,05/22/2024,120
AGE0697,Member,East,Every,13/02/2022,9999
AGE0698,Wear,East,Debate,29/03/2023,215
AGE0699,Join,West,Impact,06/01/2024,93
AGE0700,Gas,West,Record,2022-07-10,9999
INVALID_76,Attack,South,Left,09/27/2023,299
AGE0702,Maintain,East,Specific,19-06-2024,56
AGE0703,Affect,North,Reflect,05-03-2022,191
AGE0704,Media,West,Traditional,02/28/2022,180
AGE0705,Four,Central,Choice,07/14/2023,12
AGE0706,Voice,North,Some,24-03-2024,7
AGE0707,Probably,West,Scientist,22/10/2023,136
AGE0708,Sign,East,Teach,22-05-2023,74
INVALID_76,Assume,South,Become,04/03/2023,24
AGE0710,Poor,Central,Culture,24/12/2022,193
AGE0711,New,East,Suffer,10/05/2023,88
AGE0712,Tough,West,Cut,2022-07-04,31
AGE0713,Beautiful,EAST,Right,2024-05-09,140
AGE0714,Song,West,Near,02/22/2022,62
AGE0715,Gas,West,Watch,2024-10-05,23
AGE0716,Seven,West,Far,06/19/2024,108
AGE0717,Social,West,Ok,14-05-2024,149
AGE0718,Face,West,Beyond,28/12/2023,10
AGE0719,South,West,Different,17/01/2024,256
AGE0720,Laugh,East,Set,03/18/2022,297
AGE0721,Strong,North,Writer,16-09-2024,118
AGE0722,Myself,South,Or,27/11/2023,0
AGE0723,See,North,Of,26-08-2022,88
AGE0724,Nothing,South,Defense,05/16/2022,285
AGE0725,Computer,North,Drug,10/04/2024,96
INVALID_89,Trial,Central,Amount,2023-12-02,145
AGE0727,In,Central,Recently,2024-03-13,195
AGE0021,But,WEST,Fill,2024-04-08,145
AGE0729,Price,East,Cup,2024-11-21,86
AGE0730,Enough,East,Bag,05/10/2022,158
AGE0731,Huge,South,Space,2024-08-10,41
AGE0732,Blood,North,Program,10-02-2022,165
AGE0733,Bag,WEST,Capital,06/02/2023,186
AGE0734,Until,West,Some,2022-10-23,170
AGE0735,Attack,North,However,2023-03-11,84
AGE0736,Garden,North,Thousand,2024-06-22,76
AGE0737,Mrs,West,Main,28-10-2024,164
AGE0738,Model,East,Color,09/14/2024,57
AGE0739,Method,South,Must,27/08/2023,73
AGE0740,Natural,South,Cold,04-02-2023,15
AGE0741,Half,Central,Cup,2024-03-08,217
AGE0742,Father,West,Part,03-04-2024,95
AGE0604,Property,North,Avoid,27-12-2022,6
AGE0744,Most,West,Rest,20/09/2022,24
AGE0745,Defense,West,Design,16/12/2024,254
AGE0746,Us,South,Entire,31/08/2023,259
INVALID_30,School,West,Remember,10/18/2024,33
AGE0748,Both,South,Effect,12/11/2022,118
AGE0749,Billion,West,Soon,22/04/2023,31
AGE0750,Which,East,Radio,04/06/2023,167
AGE0751,Change,North,Mind,11/02/2024,9999
AGE0752,Change,North,Congress,09-05-2022,175
AGE0753,Work,West,Thank,26-09-2023,177
AGE0754,Anyone,West,Lead,02/25/2022,172
AGE0755,Both,South,Toward,08/20/2022,9
AGE0756,Stay,North,Interest,28-01-2023,47
AGE0757,Allow,Central,Town,2024-02-13,132
AGE0758,Realize,Central,Mouth,23-04-2024,71
AGE0759,Pass,East,Fear,19/07/2023,290
AGE0760,Step,South,Father,2022-07-12,102
AGE0761,Law,North,Project,2024-09-28,155
AGE0762,Out,North,Yard,08-02-2023,22
AGE0763,Sister,East,Expert,16/12/2023,182
AGE0764,Cost,Central,Party,17-03-2022,90
AGE0765,Pretty,West,Low,07/09/2024,42
AGE0766,Their,Central,State,2022-11-20,300
AGE0767,Allow,South,Realize,2023-05-30,217
AGE0768,Long,North,School,15/03/2023,92
AGE0769,Inside,Central,See,16-02-2022,134
AGE0770,Chair,West,Training,2024-08-14,176
AGE0771,Present,South,Bag,09/28/2022,143
AGE0772,His,Central,Finish,06/10/2024,253
AGE0773,Dark,Central,Strong,2023-08-29,186
AGE0774,Less,East,Line,08/17/2024,137
AGE0775,Finish,East,Deal,2022-07-24,80
AGE0776,Still,South,Coach,05/31/2024,64
AGE0777,Go,South,Land,06/18/2022,265
AGE0778,Sister,South,Character,06/01/2022,227
AGE0779,Fly,North,Network,01-10-2024,177
AGE0780,Able,East,Sport,02/01/2024,250
AGE0781,Nation,East,Simply,2023-01-22,221
AGE0782,Special,West,Modern,07/11/2023,163
AGE0783,Movie,Central,Board,26/09/2023,53
AGE0784,Everything,East,Large,06/08/2023,113
AGE0785,Tend,Central,Woman,24/10/2022,61
AGE0786,Property,East,Name,07/21/2023,286
AGE0787,Can,North,Party,2022-02-18,291
AGE0788,Animal,North,Memory,05/11/2022,42
AGE0789,Beat,West,Result,01-09-2024,114
AGE0790,Claim,Central,Produce,02-03-2022,144
AGE0791,World,Central,Financial,05/05/2023,23
AGE0792,Especially,South,Finally,23-07-2022,248
AGE0793,Defense,west,Dark,25-08-2024,30
AGE0794,Second,West,Among,20-11-2024,159
AGE0315,Minute,South,Guy,2022-12-24,282
AGE0796,Capital,Central,Sit,24-08-2024,182
AGE0797,When,Central,Film,2022-06-06,294
AGE0798,Authority,CENTRAL,Through,24-09-2023,265
AGE0799,Note,South,None,08/12/2023,259
AGE0800,Answer,West,Can,10-08-2024,158
AGE0801,Under,South,Recent,15-02-2023,153
AGE0802,Per,North,Himself,06-10-2024,42
AGE0803,Most,South,Boy,14-06-2022,140
AGE0804,Too,South,Impact,29/01/2024,146
AGE0805,Tv,North,Than,2023-04-13,122
AGE0170,Person,North,Participant,2022-09-17,111
AGE0807,Strategy,North,Performance,18/04/2024,11
AGE0808,Ever,Central,Back,01/26/2023,125
AGE0809,Writer,West,Choose,2024-08-28,181
AGE0810,Man,South,Everyone,28-09-2023,300
AGE0811,Nature,South,On,07/21/2023,93
AGE0812,None,East,Thing,25-08-2023,157
AGE0813,Plant,North,Like,27-02-2022,141
AGE0814,Fact,North,Point,30/05/2023,69
AGE0815,Describe,West,Light,24/09/2022,273
AGE0816,None,North,Education,2024-06-26,184
AGE0817,Believe,Central,Turn,2023-02-15,283
AGE0818,Big,South,Affect,14-06-2022,47
AGE0819,Law,north,Threat,15/05/2022,207
AGE0820,Order,West,Second,03/05/2023,2
AGE0821,Add,west,Amount,10/09/2022,128
AGE0822,Resource,East,Subject,12-05-2024,137
AGE0823,Loss,West,Manage,04/11/2023,157
AGE0123,Born,North,Base,06/26/2023,43
AGE0825,Impact,East,We,16/02/2023,168
AGE0826,Certainly,East,Drop,2022-07-28,132
AGE0827,Under,South,Thousand,04/09/2023,70
AGE0828,Or,South,Despite,03-11-2022,55
AGE0829,Recent,South,Free,18-05-2022,22
AGE0830,Within,Central,Sound,2022-05-17,105
AGE0831,Police,East,Paper,11/02/2022,68
AGE0832,Result,Central,Significant,03-09-2022,219
AGE0833,Past,West,Book,28/10/2023,272
AGE0834,Way,East,Believe,03-12-2024,0
AGE0835,Religious,East,Us,26-01-2023,131
AGE0836,Positive,South,Simply,06/07/2023,116
AGE0837,Trade,East,Power,21/10/2023,271
AGE0838,Whole,North,Whom,08/11/2022,204
AGE0839,Oil,North,Brother,03/06/2024,134
AGE0840,Along,North,Free,14-04-2022,62
AGE0841,Direction,West,Bad,23/12/2022,129
AGE0842,Which,South,Toward,08-06-2024,98
AGE0843,Room,West,Nice,25-07-2022,229
AGE0844,International,West,Clearly,11/14/2023,203
AGE0845,Reality,East,Law,01-04-2022,70
AGE0846,Home,North,Election,16/07/2024,109
AGE0847,Lay,Central,Never,18-04-2023,248
AGE0848,Girl,North,She,2023-10-20,182
AGE0849,Resource,Central,Technology,02-01-2024,171
AGE0850,Item,West,Fear,23-05-2022,197
INVALID_43,Listen,North,Professional,05/24/2024,105
AGE0852,Movement,South,Father,17-10-2023,166
AGE0853,Response,North,Deal,04/07/2022,70
AGE0854,Fact,South,Her,2022-03-18,5
INVALID_87,Above,West,Goal,08/03/2024,241
AGE0856,Themselves,West,During,05-06-2024,74
AGE0857,Make,West,See,19-12-2024,85
AGE0858,Firm,Central,Door,31-08-2022,198
AGE0859,Street,West,Compare,06-10-2022,190
AGE0860,House,West,Short,2022-09-02,63
AGE0861,Much,West,Center,18/09/2022,35
AGE0862,Lay,West,Television,29/07/2024,4
AGE0863,Whatever,Central,Key,11-06-2023,283
AGE0864,Room,East,Mention,2022-09-10,41
AGE0865,Left,West,Unit,04/03/2023,109
AGE0866,Lot,North,Store,16-05-2022,9999
AGE0867,Science,South,Family,12/02/2022,122
AGE0205,Partner,South,Read,02/09/2022,238
AGE0869,Step,West,Rest,11/08/2023,46
AGE0870,Agreement,East,Miss,14-05-2023,82
AGE0871,Power,North,Arm,11/05/2023,265
AGE0536,Determine,west,Environment,04-05-2022,286
AGE0873,Property,Central,Trade,2024-06-21,33
AGE0874,Newspaper,East,Outside,05/30/2023,140
AGE0875,Should,East,Kitchen,23-02-2022,181
AGE0876,Indeed,west,Nor,29/06/2024,137
AGE0877,Different,Central,At,03/02/2022,17
AGE0878,Serious,East,Wall,03/02/2023,219
AGE0879,Ball,Central,International,2023-03-31,144
AGE0880,Test,Central,Allow,04-03-2024,176
AGE0881,Maintain,Central,Number,07/30/2024,9
AGE0882,Perhaps,Central,Bed,08-12-2022,99
AGE0883,After,East,Chair,01/31/2023,120
AGE0884,Customer,Central,Foreign,2024-03-05,169
AGE0885,Sell,Central,Fact,16/03/2022,85
AGE0886,Next,East,Country,12-09-2024,277
AGE0887,Expect,Central,Cause,03/03/2024,30
AGE0888,Decide,East,Student,2022-04-03,6
AGE0889,But,South,Turn,2023-03-03,45
AGE0890,Simple,East,Actually,09/06/2022,222
AGE0891,Ball,South,Response,2023-01-17,5
AGE0892,Me,Central,Better,2022-01-02,235
AGE0814,Sense,East,Recent,12/03/2022,229
AGE0894,Left,West,Leave,20-03-2023,98
AGE0895,Sing,Central,May,27/11/2022,127
AGE0896,Important,Central,Sense,01/24/2024,287
AGE0897,Subject,Central,Like,02/09/2022,57
AGE0898,Economy,Central,Success,29-10-2024,4
AGE0899,Staff,East,Know,07/01/2023,278
AGE0900,Thus,East,Evidence,09/03/2022,144
AGE0872,Natural,West,Deal,08-04-2024,95
AGE0902,Per,West,Oil,12-06-2023,104
AGE0903,Everybody,West,Ability,09/01/2023,233
AGE0904,Help,Central,Usually,30/04/2024,224
AGE0905,Strong,South,Interesting,06/29/2022,169
AGE0906,Nature,East,Their,2023-08-11,198
AGE0907,Girl,North,Recent,2023-05-13,286
AGE0908,Win,East,Piece,16/03/2022,99
AGE0909,Per,West,Cover,25/10/2024,95
INVALID_70,Center,East,Way,2024-09-04,48
AGE0911,Tonight,South,Play,2022-11-07,0
AGE0912,Avoid,North,Blue,22-05-2024,219
AGE0913,Member,North,Father,05/03/2024,68
AGE0914,Street,South,Drop,09-07-2023,0
AGE0915,Writer,North,Memory,2023-03-22,285
AGE0916,Wrong,North,Money,25/06/2024,281
AGE0917,First,West,Support,2022-04-12,-1
AGE0918,Some,Central,So,06-12-2023,237
AGE0919,Window,East,Them,28/01/2024,113
AGE0920,Understand,East,Quite,2022-01-21,35
AGE0921,Go,North,Eight,21/01/2022,299
AGE0297,Onto,East,Information,09/13/2024,250
INVALID_45,Explain,West,Maybe,07/18/2022,291
AGE0924,Sort,Central,Drive,03-11-2024,41
AGE0925,Someone,East,Hundred,08/03/2022,66
AGE0926,Become,Central,Every,04-03-2023,3
AGE0927,Entire,South,Majority,19/10/2024,173
AGE0928,Run,Central,Myself,07/07/2023,289
AGE0929,Would,West,Let,20-05-2024,123
AGE0930,Off,South,Official,2024-03-15,25
AGE0931,Painting,South,Free,13-09-2022,162
AGE0932,Yard,North,Any,07-08-2024,183
AGE0933,Friend,Central,Major,07/09/2024,300
AGE0934,Series,Central,Style,03/08/2023,149
AGE0935,Well,East,Kind,09-09-2023,111
AGE0936,Strategy,Central,This,17/08/2022,178
AGE0937,Than,East,Little,2022-04-17,176
AGE0938,Item,North,Laugh,2022-05-04,278
AGE0939,Form,North,Explain,2022-02-28,140
AGE0940,Minute,East,Part,31-08-2023,177
AGE0941,Be,North,Center,12/03/2023,133
AGE0942,Develop,South,Moment,2023-01-20,97
AGE0943,When,East,Boy,26/07/2023,33
AGE0944,Carry,West,Join,18/08/2024,160
AGE0945,Direction,North,Green,05-10-2023,158
AGE0946,Use,West,Bed,07/13/2024,191
AGE0947,Simple,South,Week,16/11/2022,9
AGE0948,Performance,West,Deal,2022-04-26,164
AGE0949,Or,West,Green,23-09-2024,266
AGE0950,Clearly,West,Late,10/07/2023,123
AGE0951,Least,West,Level,07-09-2022,227
AGE0952,Plant,Central,Name,23-05-2024,192
AGE0953,Fight,East,Forward,01/27/2023,49
AGE0954,Economic,NORTH,Really,06/05/2023,279
AGE0955,Bad,North,Laugh,20-11-2023,195
AGE0956,Improve,East,Scientist,08/04/2024,300
AGE0957,General,East,Still,2024-09-13,208
AGE0958,Customer,Central,Myself,08/12/2024,106
INVALID_5,Through,East,Fund,29-07-2024,82
AGE0960,Issue,Central,Discussion,05-10-2022,21
AGE0961,Half,North,Pattern,01/03/2024,297
AGE0962,Wear,Central,Investment,04/10/2022,36
AGE0963,Cultural,North,Value,12/04/2022,212
AGE0964,Value,Central,Job,2023-10-18,238
AGE0965,List,North,Million,2022-01-03,154
AGE0966,Hard,North,Resource,07/30/2024,48
AGE0967,Treatment,East,Charge,12-11-2022,197
AGE0968,White,East,Travel,2023-12-05,108
AGE0969,Option,East,Trial,06/10/2024,160
AGE0425,Finish,West,Might,14/07/2022,205
AGE0971,Later,South,Entire,08/02/2023,198
AGE0972,Hand,south,Include,01/07/2023,191
AGE0973,Follow,Central,Change,23-12-2022,155
AGE0974,Because,South,White,04/10/2023,2
AGE0975,Price,West,About,22/09/2023,87
AGE0976,Economic,Central,Focus,08/04/2023,163
AGE0977,Need,Central,Admit,10-07-2022,50
AGE0978,Alone,North,Six,10/11/2024,274
AGE0979,Ball,East,Speak,25-10-2024,293
AGE0980,Such,East,Activity,10/05/2022,287
AGE0981,Agency,North,Animal,06/02/2023,169
AGE0982,Soon,North,Parent,2022-12-06,2
AGE0983,Recognize,West,Place,2022-08-22,1
AGE0984,Read,North,Weight,23-03-2024,229
AGE0985,Throughout,Central,Tree,2024-03-11,95
AGE0986,Able,West,Beyond,21/11/2023,243
AGE0987,Measure,West,Social,10-05-2023,267
AGE0988,Tree,West,Something,27-09-2024,203
AGE0989,Meeting,East,Nation,02/26/2022,167
AGE0990,Happen,East,Discuss,11/06/2022,106
AGE0991,Risk,East,Talk,04/12/2023,191
AGE0992,Prevent,South,Option,2023-03-27,291
AGE0993,Republican,East,Building,03/18/2023,222
AGE0994,Bring,West,Thousand,03/05/2023,-1
AGE0995,South,North,Defense,27-09-2022,74
AGE0478,Nice,North,Improve,08/01/2023,92
AGE0997,World,Central,Personal,04/13/2024,202
AGE0998,Story,South,Political,11/07/2023,227
AGE0999,Image,West,Race,11-04-2022,10
AGE1000,Difference,South,He,21-05-2022,31
AGE1001,Concern,North,Effort,08/20/2023,23
AGE1002,Option,East,Toward,2024-03-14,262
AGE1003,Some,North,Southern,20-04-2024,226
AGE1004,Player,West,Whom,09/20/2022,4
AGE1005,Five,East,Member,31/01/2023,237
AGE1006,Third,South,Special,05/25/2022,93
AGE1007,Similar,North,Pressure,07-01-2024,116
AGE1008,Positive,North,Action,2022-03-24,177
AGE1009,Author,West,Serious,23/07/2022,77
INVALID_61,Agent,Central,Money,12-04-2024,190
AGE1011,Help,South,Stage,2023-01-04,146
AGE1012,Night,West,Admit,03/16/2024,261
AGE1013,Song,West,Democrat,02-01-2022,168
AGE1014,Second,East,Natural,25/08/2022,178
AGE1015,Face,East,Every,2023-12-18,204
AGE1016,Evidence,North,For,01/11/2023,170
AGE1017,Economy,Central,Especially,04/01/2023,198
AGE1018,Hospital,West,Various,20-08-2024,0
AGE1019,Between,East,After,29-08-2024,163
AGE1020,Happen,West,Traditional,2024-12-18,273
AGE1021,Ready,SOUTH,Amount,09/30/2024,220
AGE1022,Tax,north,Ok,2022-07-19,201
AGE1023,Around,West,Dinner,06/19/2024,130
AGE1024,Ready,Central,Article,03/08/2024,233
AGE1025,Modern,West,Check,02/24/2022,82
AGE1026,By,East,Radio,2023-10-09,265
AGE1027,Modern,East,Dinner,29/01/2024,85
AGE1028,Feel,West,Enter,25/02/2022,219
AGE1029,Several,North,Debate,07-05-2022,72
AGE1030,Contain,East,Response,2024-09-13,95
AGE1031,Person,West,Term,25-09-2023,40
AGE1032,Range,East,Health,03-08-2024,145
AGE1033,Memory,West,Drug,06/03/2023,277
INVALID_51,Management,north,Type,11/10/2024,0
AGE1035,Around,East,Either,05/10/2023,110
AGE1036,Game,North,Do,24/06/2022,218
INVALID_38,Little,North,Year,29-04-2024,202
AGE1038,Himself,South,Ever,02/07/2024,10
AGE1039,Age,South,Pm,07/22/2022,236
AGE1040,Public,South,Top,12/16/2023,254
AGE1041,Tend,West,Like,14-09-2022,121
AGE1042,Prove,North,Can,13-11-2022,177
AGE1043,Work,East,Statement,04-09-2022,240
AGE1044,Father,West,Wall,28-07-2024,70
AGE1045,Enjoy,Central,Dark,06/03/2024,181
AGE1046,Argue,West,Spring,2023-04-16,126
INVALID_49,Piece,North,Can,21/12/2023,12
AGE0674,Hold,East,Pressure,01/04/2022,142
AGE1049,Dream,West,Contain,2022-06-13,163
AGE1050,Few,North,Decade,03/29/2022,159
AGE1051,Indicate,East,Sea,22-02-2023,31
AGE1052,Rise,West,Western,02/09/2023,262
